id,comment,territory
850,"A única pracinha que a gente tem perto de na Viela da Paz, subindo as escadas, tá totalmente destruída. Os brinquedos que a própria comunidade ajudou a cuidar tão quebrados e o mato tá alto, cheio de rato. minha filha mais nova tentou levar os netos no final da tarde de quinta mas não dava nem pra entrar de tanta sujeira. Queremos lazer digno. Fora o transporte público que demora horas pra passar e nos deixa mofando no ponto com medo.",favela
851,"O acúmulo de lixo nas calçadas da Gávea tá atraindo muito bicho e barata. na calçada da Rua Artur Araripe,, os sacos de lixo ficam amontoados porque a coleta tá passando fora do horário comercial. meu vizinho da frente, o Seu Jorge, já viu ratazana enorme correndo perto dos pedestres. Uma falta de higiene terrível num bairro desses.",asfalto
852,"A gente vive com medo de sair de casa à noite. Aqui perto de perto do mirante do Alto da Gávea,, os assaltos são constantes e violentos. no meio da semana passada teve correria perto do ponto de ônibus. É um trauma pro uma vizinha nossa, a Dona Maria, e pra todo mundo que mora aqui no asfalto. Cadê o Segurança Presente que tanto prometeram?",alto da gávea
853,"As escadarias e vielas da comunidade tão caindo aos pedaços de tão velhas. Os degraus tão todos quebrados e não tem um corrimão sequer, o que é um perigo imenso em dia de chuva. meu marido voltando do trabalho escorregou e machucou o braço ontem de noite subindo na área baixa perto do canal,. Precisamos de reformas urgentes. A prefeitura diz na televisão que faz obra mas a verdade é que o descaso continua igual por aqui.",comunidade
854,"A coleta de lixo aqui dentro não funciona direito e o povo acaba jogando os sacos nas encostas ou perto de perto do ponto final das vans lá em cima,. na semana passada acumulou tanta sujeira que tampou a passagem do beco. meu filho adolescente se preocupa com as doenças, o valão tá transbordando e ninguém limpa essa imundície.",favela
855,"O acúmulo de lixo nas calçadas da Gávea tá atraindo muito bicho e barata. na subida da Estrada da Gávea,, os sacos de lixo ficam amontoados porque a coleta tá passando fora do horário comercial. minha mãe idosa já viu ratazana enorme correndo perto dos pedestres. Uma falta de higiene terrível num bairro desses.",alto da gávea
856,"A gente vive no meio do fogo cruzado e ninguém faz nada por nós. esses dias atrás teve tiroteio perto do CIEP e uma senhora de idade que mora aqui perto teve que correr pra se proteger dentro do beco. As crianças ficam traumatizadas e perdem aula direta. Segurança pra nós da comunidade é artigo de luxo pelo visto. É uma falta de respeito tremenda com quem paga imposto caro todo mês e não vê retorno.",favela
857,"A situação do CIEP aqui da comunidade tá de dar pena. Prédio precisando de reforma urgente, salas quentes demais e falta de manutenção nos banheiros. um rapaz que estuda na PUC estuda lá e conta que faltam livros didáticos básicos. anteontem cancelaram a aula mais cedo por falta de água no colégio perto de na Viela da Paz, subindo as escadas,.",favela
858,"A estrutura das poucas escolas públicas do bairro deixa a desejar. no último sábado de madrugada faltou luz e as criança sofreram num calor insuportável porque o ar condicionado tá quebrado há meses na escola perto de na calçada da Rua Artur Araripe,. um morador antigo aqui do beco estuda lá e diz que até a merenda tá vindo fraca, puro descaso.",asfalto
859,"A subprefeitura da Zona Sul não bota os pés aqui dentro da comunidade pra ver nossa realidade. Ignoram o esgoto, a falta de luz nas vielas e o perigo nas encostas perto de nas proximidades do posto de saúde da Gávea,. minha irmã com o carrinho de bebê diz que o morador tá abandonado e tem que resolver tudo por conta própria através de mutirão. Até a escola da garotada fica prejudicada com essa buraqueira toda que impede o acesso.",comunidade
860,"Minha reclamação é sobre a dificuldade de conseguir atendimento de emergência na área. já faz uns três dias precisamos de socorro urgente pra eu mesmo com pressa pro serviço, mas a ambulância demorou horas pra chegar aqui na Rua Vice-Governador Rubens Berardo,. O posto de saúde vive superlotado e sem médicos suficientes pra a demanda absurda.",asfalto
861,"Conseguir vaga na creche pública aqui na região é quase impossível, uma fila de espera eterna no sistema. Estou com um grupo de estudantes daqui sem estudar porque nunca tem vaga disponível nas creches perto de no cruzamento principal perto do posto de combustível,. As mães trabalhadoras precisam desse suporte urgente pra poder trabalhar em paz.",asfalto
862,"A fiação elétrica aqui tá um perigo absurdo, um emaranhado de fios soltos e baixos passando na cabeça da gente. na escadaria principal da comunidade,, os cabos tão quase tocando o chão das vielas. minha filha mais nova tem medo de um curto-circuito ou incêndio grave. A Light e a prefeitura precisam ordenar esse caos. Nem o Parque da Cidade escapa desse abandono generalizado que tomou conta do nosso bairro.",comunidade
863,"Morar perto do valão é um sofrimento sem fim que ninguém merece. no Beco do Rato, na parte mais alta,, o cheiro é de morte o dia todo e quando chove a água podre invade os becos e entra nas casas. meu vizinho da frente, o Seu Jorge, perdeu os móveis na última enchente. Precisamos de saneamento básico, saneamento é dignidade humana!",favela
864,"A infraestrutura básica passou longe das vielas daqui da favela. na Viela da Paz, subindo as escadas,, o acesso é péssimo, sem pavimentação adequada, cheio de valas e lodo acumulado que faz as pessoas escorregarem. uma vizinha nossa, a Dona Maria, idoso tem muita dificuldade de sair de casa. Falta pavimentação e acessibilidade.",favela
865,"A situação da segurança aqui dentro tá muito complicada e tensa. ontem de noite teve operação e correria bem próximo ao pequeno comércio da subida,, deixando os moradores apavorados dentro de casa. meu marido voltando do trabalho ficou preso sem conseguir descer pro trabalho. Falta uma política de segurança que respeite quem mora aqui na favela. E pra piorar tudo, as calçadas tão todas quebradas, um perigo de queda pros idosos.",comunidade
866,"A insegurança aqui tá um absurdo total. Ninguém consegue mais andar tranquilo perto do Planetário da Gávea, depois das sete da noite porque o policiamento preventivo sumiu. meu filho adolescente já cansou de ver assalto perto dos prédios. Precisamos de patrulhamento urgente e iluminação de verdade pra afastar esses criminosos.",asfalto
867,"O posto de saúde tá sempre lotado e faltam especialistas como pediatra e ginecologista. minha mãe idosa tá tentando marcar uma consulta há mais de quatro meses e nada. na última terça-feira disseram que o sistema do Sisreg caiu. É uma falta de respeito enorme com quem mora na comunidade.",favela
868,"A situação da saúde aqui tá precária demais. O posto da Gávea não dá conta de atender todo mundo da favela e do asfalto. uma senhora de idade que mora aqui perto foi lá com suspeita de dengue esses dias atrás e mandaram voltar pra casa e tomar paracetamol sem nem fazer exame de sangue. Uma vergonha esse descaso. E a iluminação dos postes sumiu nessa parte, virando um breu danado propício pra assaltos.",favela
869,"As escadarias e vielas da comunidade tão caindo aos pedaços de tão velhas. Os degraus tão todos quebrados e não tem um corrimão sequer, o que é um perigo imenso em dia de chuva. um rapaz que estuda na PUC escorregou e machucou o braço anteontem subindo nas viela apertadas perto do CIEP,. Precisamos de reformas urgentes.",favela
870,"A iluminação pública tá uma vergonha nessa área residencial. nos arredores da Praça Santos Dumont, no Baixo Gávea, tá com várias lâmpadas queimadas nos postes há semanas, deixando a rua num breu completo. um morador antigo aqui do beco tem medo de voltar do trabalho de noite. É um perigo danado, a Rioluz precisa fazer a manutenção urgente.",asfalto
871,"Um abssurdo a truculência nas abordagens policiais aqui na comunidade. em plena luz do dia ontem, minha irmã com o carrinho de bebê foi parado voltando do serviço bem na Viela da Paz, subindo as escadas, e os policiais já chegaram esculachando, tratando como suspeito. A gente quer segurança, mas quer respeito também, porque trabalhador não é bandido. Desse jeito o posto de saúde vai continuar lotado de gente doente com infecção.",favela
872,"A quadra de esportes da favela tá abandonada há anos, sem iluminação, com o piso todo rachado e a tela de proteção rasgada. já faz uns três dias um jovem se machucou jogando bola perto de próximo ao pequeno comércio da subida,. eu mesmo com pressa pro serviço pede socorro pra secretaria de esportes reformar o local pros nossos jovens saírem da rua.",comunidade
873,"A saúde aqui na região tá um caos absoluto. Fui levar um grupo de estudantes daqui no posto de saúde da Gávea logo cedo na segunda-feira e não tinha nenhum clínico de plantão. Uma fila imensa dobrava o quarteirão desde a madrugada e de manhã disseram que as senhas tinham acabado. É humilhante ver o trabalhador sofrendo assim.",alto da gávea
874,"Na comunidade a gente sofre quando alguém passa mal. no final da tarde de quinta, minha filha mais nova teve uma crise forte e a ambulância do Samu se recusou a subir na área baixa perto do canal, alegando falta de segurança. Tivemos que carregar ele no braço até o asfalto. O posto de saúde também nunca tem remédio básico. Fora o transporte público que demora horas pra passar e nos deixa mofando no ponto com medo.",comunidade
875,"A mobilidade pra quem mora no alto da comunidade é péssima. Não tem linha de ônibus integrada que funcione de verdade. meu vizinho da frente, o Seu Jorge, que trabalha até tarde gasta uma fortuna com mototáxi pra conseguir chegar em casa perto do ponto final das vans lá em cima, com segurança. Um absurdo essa falta de opção.",favela
876,"A gente vive no meio do fogo cruzado e ninguém faz nada por nós. no meio da semana passada teve tiroteio perto do CIEP e uma vizinha nossa, a Dona Maria, teve que correr pra se proteger dentro do beco. As crianças ficam traumatizadas e perdem aula direta. Segurança pra nós da comunidade é artigo de luxo pelo visto.",favela
877,"O esgoto correndo a céu aberto aqui na comunidade é uma humilhação diária. ontem de noite o cano estourou bem perto da associação de moradores, e tá aquela lama podre passando na porta de casa. meu marido voltando do trabalho tá limpando tudo sozinho porque a prefeitura não manda ninguém da Cedae ou da Comlurb. Rato e barata tomando conta de tudo. A prefeitura diz na televisão que faz obra mas a verdade é que o descaso continua igual por aqui.",comunidade
878,"A coleta de lixo aqui dentro não funciona direito e o povo acaba jogando os sacos nas encostas ou perto de na Travessa do Sol, área residencial,. na semana passada acumulou tanta sujeira que tampou a passagem do beco. meu filho adolescente se preocupa com as doenças, o valão tá transbordando e ninguém limpa essa imundície.",comunidade
879,"O acúmulo de lixo nas calçadas da Gávea tá atraindo muito bicho e barata. no trecho mais alto e escuro da via,, os sacos de lixo ficam amontoados porque a coleta tá passando fora do horário comercial. minha mãe idosa já viu ratazana enorme correndo perto dos pedestres. Uma falta de higiene terrível num bairro desses.",alto da gávea
880,"A gente vive no meio do fogo cruzado e ninguém faz nada por nós. esses dias atrás teve tiroteio perto do CIEP e uma senhora de idade que mora aqui perto teve que correr pra se proteger dentro do beco. As crianças ficam traumatizadas e perdem aula direta. Segurança pra nós da comunidade é artigo de luxo pelo visto. É uma falta de respeito tremenda com quem paga imposto caro todo mês e não vê retorno.",favela
881,"Ir no posto de saúde da Gávea é passar nervoso. Fui levar um rapaz que estuda na PUC anteontem e o atendimento tava parado por falta de médico. A gente que mora no morro tem que descer de madrugada, pegar chuva na fila pra ouvir que não tem vaga. Saúde pública aqui tá largada às traças.",comunidade
882,"Aqui nas vielas a segurança pública é quase nenhuma, só lembram da gente pra fazer operação violenta. perto do ponto final das vans lá em cima, tá perigoso de andar de noite por falta de luz nos postes. um morador antigo aqui do beco já ouviu relato de assalto nos becos escuros. Queremos paz e policiamento comunitário de verdade.",favela
883,"Os buracos na pista tão acabando com os carros dos moradores. na Rua Marquês de São Vicente, bem perto da PUC, tem uma cratera aberta que tá causando acidentes graves. em plena luz do dia ontem um motoqueiro quase se acidentou feio. minha irmã com o carrinho de bebê já abriu vários chamados no 1746 mas eles só jogam uma terra que sai na primeira chuvinha. Até a escola da garotada fica prejudicada com essa buraqueira toda que impede o acesso.",asfalto
884,"A Defesa Civil veio aqui já faz uns três dias, interditou algumas casas rachadas perto de perto da associação de moradores, por risco iminente de desabamento, mas não dão nenhuma solução real ou auxílio. O aluguel social é uma miséria. eu mesmo com pressa pro serviço tá desesperado sem saber pra onde levar a família e os filhos.",comunidade
885,"A situação do CIEP aqui da comunidade tá de dar pena. Prédio precisando de reforma urgente, salas quentes demais e falta de manutenção nos banheiros. um grupo de estudantes daqui estuda lá e conta que faltam livros didáticos básicos. logo cedo na segunda-feira cancelaram a aula mais cedo por falta de água no colégio perto de na Travessa do Sol, área residencial,.",comunidade
886,"Na comunidade a gente sofre quando alguém passa mal. no final da tarde de quinta, minha filha mais nova teve uma crise forte e a ambulância do Samu se recusou a subir perto do valão de esgoto principal, alegando falta de segurança. Tivemos que carregar ele no braço até o asfalto. O posto de saúde também nunca tem remédio básico. Nem o Parque da Cidade escapa desse abandono generalizado que tomou conta do nosso bairro.",favela
887,"Os buracos na pista tão acabando com os carros dos moradores. perto do Planetário da Gávea, tem uma cratera aberta que tá causando acidentes graves. durante o temporal de ontem um motoqueiro quase se acidentou feio. meu vizinho da frente, o Seu Jorge, já abriu vários chamados no 1746 mas eles só jogam uma terra que sai na primeira chuvinha.",asfalto
888,"Falta fiscalização e zelo com as calçadas e canteiros públicos da Gávea. Perto de na Rua Vice-Governador Rubens Berardo,, jogam entulho e lixo direto no espaço público e ninguém multa. uma vizinha nossa, a Dona Maria, acha um absurdo ver o bairro ficar com cara de abandonado enquanto o imposto cobrado é um dos mais caros do Rio.",asfalto
889,"Ir no posto de saúde da Gávea é passar nervoso. Fui levar meu marido voltando do trabalho ontem de noite e o atendimento tava parado por falta de médico. A gente que mora no morro tem que descer de madrugada, pegar chuva na fila pra ouvir que não tem vaga. Saúde pública aqui tá largada às traças. E pra piorar tudo, as calçadas tão todas quebradas, um perigo de queda pros idosos.",favela
890,"Há um descaso imenso com a fiscalização de obras residenciais na nossa região. na subida da Estrada da Gávea,, tão fazendo construções que parecem irregulares e tão afetando a estrutura das casas vizinhas e gerando rachaduras. meu filho adolescente já denunciou na prefeitura mas ninguém vem embargar a obra.",alto da gávea
891,"O posto de saúde tá sempre lotado e faltam especialistas como pediatra e ginecologista. minha mãe idosa tá tentando marcar uma consulta há mais de quatro meses e nada. na última terça-feira disseram que o sistema do Sisreg caiu. É uma falta de respeito enorme com quem mora na comunidade.",comunidade
892,"Morar aqui tá difícil por causa dos problemas crônicos de drenagem pluvial. em frente ao Shopping da Gávea,, a água fica empossada por dias após qualquer temporal comum. uma senhora de idade que mora aqui perto reclama que o mau cheiro de esgoto invade os apartamentos do térreo. Cadê as obras de saneamento e escoamento prometidas pela prefeitura? E a iluminação dos postes sumiu nessa parte, virando um breu danado propício pra assaltos.",asfalto
893,"A situação da segurança aqui dentro tá muito complicada e tensa. anteontem teve operação e correria bem perto do valão de esgoto principal,, deixando os moradores apavorados dentro de casa. um rapaz que estuda na PUC ficou preso sem conseguir descer pro trabalho. Falta uma política de segurança que respeite quem mora aqui na favela.",favela
894,"A estrutura das poucas escolas públicas do bairro deixa a desejar. no último sábado de madrugada faltou luz e as crianças sofreram num calor insuportável porque o ar condicionado tá quebrado há meses na escola perto de perto do mirante do Alto da Gávea,. um morador antigo aqui do beco estuda lá e diz que até a merenda tá vindo fraca, puro descaso.",alto da gávea
895,"Olha, a situação da segurança tá caótica na Gávea. na Rua Vice-Governador Rubens Berardo, virou ponto fixo de bandido assaltando quem sai do trabalho ou da faculdade. em plena luz do dia ontem teve mais um roubo de celular violento. minha irmã com o carrinho de bebê tentou acionar os policiais mas a viatura demorou uma eternidade pra chegar. Desse jeito o posto de saúde vai continuar lotado de gente doente com infecção.",asfalto
896,"A Defesa Civil veio aqui já faz uns três dias, interditou algumas casas rachadas perto de perto do ponto final das vans lá em cima, por risco iminente de desabamento, mas não dão nenhuma solução real ou auxílio. O aluguel social é uma miséria. eu mesmo com pressa pro serviço tá desesperado sem saber pra onde levar a família e os filhos.",favela
897,"O esgoto correndo a céu aberto aqui na comunidade é uma humilhação diária. logo cedo na segunda-feira o cano estourou bem na escadaria principal da comunidade, e tá aquela lama podre passando na porta de casa. um grupo de estudantes daqui tá limpando tudo sozinho porque a prefeitura não manda ninguém da Cedae ou da Comlurb. Rato e barata tomando conta de tudo.",comunidade
898,"A coleta de lixo aqui dentro não funciona direito e o povo acaba jogando os sacos nas encostas ou perto de perto da associação de moradores,. no final da tarde de quinta acumulou tanta sujeira que tampou a passagem do beco. minha filha mais nova se preocupa com as doenças, o valão tá transbordando e ninguém limpa essa imundície. Fora o transporte público que demora horas pra passar e nos deixa mofando no ponto com medo.",comunidade
899,"Não há transparência nem participação popular nas decisões sobre as obras feitas no bairro. Gastam rios de dinheiro público em intervenções estéticas desnecessárias no asfalto perto de na Rua Engenheiro Álvaro Niemeyer, enquanto falta o básico. meu vizinho da frente, o Seu Jorge, cobra mais diálogo e fiscalização rigorosa dos gastos municipais.",alto da gávea
900,"Falta saneamento básico e vergonha na cara das autoridades. perto do valão de esgoto principal, tá cheio de esgoto vazando direto e as crianças brincam do lado da sujeira. uma vizinha nossa, a Dona Maria, tá com o filho internado no posto com infecção por causa disso. É desumano viver desse jeito sem rede de esgoto adequada nas vielas.",favela
901,"A situação do CIEP aqui da comunidade tá de dar pena. Prédio precisando de reforma urgente, salas quentes demais e falta de manutenção nos banheiros. meu marido voltando do trabalho estuda lá e conta que faltam livros didáticos básicos. ontem de noite cancelaram a aula mais cedo por falta de água no colégio perto de nas proximidades do posto de saúde da Gávea,. A prefeitura diz na televisão que faz obra mas a verdade é que o descaso continua igual por aqui.",comunidade
902,"Falta de vaga em creche municipal aqui dentro da comunidade é um absurdo que prejudica as mães. meu filho adolescente tá desempregada porque não tem com quem deixar o bebê, já que a creche perto de na subida da passarela de acesso, tá superlotada e sem previsão de novas vagas. A prefeitura precisa expandir a rede.",favela
903,"Um absurdo completo o atendimento de saúde pública na nossa zona. na última terça-feira, minha mãe idosa passou muito mal com febre alta e ficamos horas esperando atendimento médico no posto da Gávea. Os profissionais trabalham sobrecarregados e faltam insumos básicos. A prefeitura precisa investir sério.",asfalto
904,"O trânsito nos horários de pico perto de na Rua Marquês de São Vicente, bem perto da PUC, é insuportável, principalmente por causa da saída das escolas particulares e da faculdade. Faltam guardas municipais pra ordenar o fluxo de veículos e orientar as travessias. uma senhora de idade que mora aqui perto perde um tempo absurdo engarrafado todo dia. É uma falta de respeito tremenda com quem paga imposto caro todo mês e não vê retorno.",asfalto
905,"As escadarias e vielas da comunidade tão caindo aos pedaços de tão velhas. Os degraus tão todos quebrados e não tem um corrimão sequer, o que é um perigo imenso em dia de chuva. um rapaz que estuda na PUC escorregou e machucou o braço anteontem subindo no Beco do Rato, na parte mais alta,. Precisamos de reformas urgentes.",favela
906,"O posto de saúde da Gávea tá sem o mínimo de estrutura pra atender o bairro. um morador antigo aqui do beco precisava de remédio de uso contínuo pra pressão e disseram que tá em falta na farmácia do posto faz dois meses. Pra marcar um exame simples pelo Sisreg é uma novela que demora quase um ano, descaso total.",asfalto
907,"Os buracos na pista tão acabando com os carros dos moradores. no trecho mais alto e escuro da via, tem uma cratera aberta que tá causando acidentes graves. em plena luz do dia ontem um motoqueiro quase se acidentou feio. minha irmã com o carrinho de bebê já abriu vários chamados no 1746 mas eles só jogam uma terra que sai na primeira chuvinha. Até a escola da garotada fica prejudicada com essa buraqueira toda que impede o acesso.",alto da gávea
908,"A gente vive no meio do fogo cruzado e ninguém faz nada por nós. já faz uns três dias teve tiroteio perto do CIEP e eu mesmo com pressa pro serviço teve que correr pra se proteger dentro do beco. As crianças ficam traumatizadas e perdem aula direta. Segurança pra nós da comunidade é artigo de luxo pelo visto.",comunidade
909,"É uma pouca vergonha o estado das galerias de esgoto aqui. logo cedo na segunda-feira a tubulação começou a vazar bem na Rua Vice-Governador Rubens Berardo, e o mau cheiro tá insuportável na rua inteira. um grupo de estudantes daqui já ligou pro 1746 reclamando, mas ninguém aparece. Descaso total da prefeitura com o IPTU caro que a gente paga.",asfalto
910,"O posto de saúde da Gávea tá sem o mínimo de estrutura pra atender o bairro. minha filha mais nova precisava de remédio de uso contínuo pra pressão e disseram que tá em falta na farmácia do posto faz dois meses. Pra marcar um exame simples pelo Sisreg é uma novela que demora quase um ano, descaso total. Nem o Parque da Cidade escapa desse abandono generalizado que tomou conta do nosso bairro.",alto da gávea
911,"Os buracos na pista tão acabando com os carros dos moradores. na subida da Estrada da Gávea, tem uma cratera aberta que tá causando acidentes graves. durante o temporal de ontem um motoqueiro quase se acidentou feio. meu vizinho da frente, o Seu Jorge, já abriu vários chamados no 1746 mas eles só jogam uma terra que sai na primeira chuvinha.",alto da gávea
912,"A infraestrutura básica passou longe das vielas daqui da favela. no Beco do Rato, na parte mais alta,, o acesso é péssimo, sem pavimentação adequada, cheio de valas e lodo acumulado que faz as pessoas escorregarem. uma vizinha nossa, a Dona Maria, idoso tem muita dificuldade de sair de casa. Falta pavimentação e acessibilidade.",favela
913,"A prefeitura e a subprefeitura só lembram que os morador da Gávea existem em ano de eleição. Aparecem políticos prometendo mundos e fundos aqui em na Rua Engenheiro Álvaro Niemeyer,. Depois que são eleitos, somem e os problemas continuam os mesmos. meu marido voltando do trabalho tá cansado dessas falsas promessas de campanha. E pra piorar tudo, as calçada tão todas quebradas, um perigo de queda pros idosos.",alto da gávea
914,"A insegurança aqui tá um absurdo total. Ninguém consegue mais andar tranquilo no trecho mais alto e escuro da via, depois das sete da noite porque o policiamento preventivo sumiu. meu filho adolescente já cansou de ver assalto perto dos prédios. Precisamos de patrulhamento urgente e iluminação de verdade pra afastar esses criminosos.",alto da gávea
915,"Muitos prédios antigos no asfalto tão sofrendo com a falta de manutenção externa e fiação velha, e a prefeitura não ajuda com nenhum tipo de incentivo. minha mãe idosa comenta que morar na Gávea virou sinônimo de pagar IPTU absurdo pra não ter nenhum apoio habitacional ou urbanístico.",alto da gávea
916,"Os pontos de ônibus perto de na subida da passarela de acesso, tão abandonados, sem cobertura nenhuma contra chuva ou sol e totalmente escuros de noite. uma senhora de idade que mora aqui perto fica exposto ao perigo e ao tempo esperando condução que nunca passa no horário certo. Transporte de qualidade é um direito nosso. E a iluminação dos postes sumiu nessa parte, virando um breu danado propício pra assaltos.",favela
917,"A situação da segurança aqui dentro tá muito complicada e tensa. anteontem teve operação e correria bem perto do ponto final das vans lá em cima,, deixando os moradores apavorados dentro de casa. um rapaz que estuda na PUC ficou preso sem conseguir descer pro trabalho. Falta uma política de segurança que respeite quem mora aqui na favela.",favela
918,"A fiação elétrica aqui tá um perigo absurdo, um emaranhado de fios soltos e baixos passando na cabeça da gente. na escadaria principal da comunidade,, os cabos tão quase tocando o chão das vielas. um morador antigo aqui do beco tem medo de um curto-circuito ou incêndio grave. A Light e a prefeitura precisam ordenar esse caos.",comunidade
919,"Morar perto do valão é um sofrimento sem fim que ninguém merece. no Beco do Rato, na parte mais alta,, o cheiro é de morte o dia todo e quando chove a água podre invade os becos e entra nas casas. minha irmã com o carrinho de bebê perdeu os móveis na última enchente. Precisamos de saneamento básico, saneamento é dignidade humana! Desse jeito o posto de saúde vai continuar lotado de gente doente com infecção.",favela
920,"Os pontos de ônibus perto de na Travessa do Sol, área residencial, tão abandonados, sem cobertura nenhuma contra chuva ou sol e totalmente escuros de noite. eu mesmo com pressa pro serviço fica exposto ao perigo e ao tempo esperando condução que nunca passa no horário certo. Transporte de qualidade é um direito nosso.",comunidade
921,"O risco de deslizamento de barreira tira o sono de qualquer morador. Toda vez que começa a chover forte, um grupo de estudantes daqui fica acordado a noite toda vigiando a encosta perto de perto do valão de esgoto principal,. A Geo-Rio precisa fazer uma obra de contenção de encostas urgente ali antes que aconteça uma tragédia.",favela
922,"As vans que sobem o morro cobram caro e andam correndo igual loucas pelas subidas estreitas, um perigo. minha filha mais nova quase sofreu um acidente no final da tarde de quinta perto de na localidade conhecida como Grota, porque o motorista tava disputando passageiro com outra van. Falta fiscalização pesada do transporte alternativo aqui dentro. Fora o transporte público que demora horas pra passar e nos deixa mofando no ponto com medo.",favela
923,"Um abssurdo a truculência nas abordagens policiais aqui na comunidade. durante o temporal de ontem, meu vizinho da frente, o Seu Jorge, foi parado voltando do serviço bem na área baixa perto do canal, e os policiais já chegaram esculachando, tratando como suspeito. A gente quer segurança, mas quer respeito também, porque trabalhador não é bandido.",comunidade
924,"A infraestrutura básica passou longe das viela daqui da favela. perto do ponto final das vans lá em cima,, o acesso é péssimo, sem pavimentação adequada, cheio de valas e lodo acumulado que faz as pessoas escorregarem. uma vizinha nossa, a Dona Maria, idoso tem muita dificuldade de sair de casa. Falta pavimentação e acessibilidade.",favela
925,"As calçadas aqui da Gávea tão completamente detonadas, cheias de buracos e pedras soltas. ontem de noite, meu marido voltando do trabalho tropeçou e quase caiu feio bem na Rua Marquês de São Vicente, bem perto da PUC,. As raízes das árvores estouraram o concreto e ninguém conserta. Idosos sofrem demais pra caminhar por aqui, cadê a conservação? A prefeitura diz na televisão que faz obra mas a verdade é que o descaso continua igual por aqui.",asfalto
926,"A estrutura das poucas escolas públicas do bairro deixa a desejar. na semana passada faltou luz e as crianças sofreram num calor insuportável porque o ar condicionado tá quebrado há meses na escola perto de nos arredores da Praça Santos Dumont, no Baixo Gávea,. meu filho adolescente estuda lá e diz que até a merenda tá vindo fraca, puro descaso.",asfalto
927,"As vans e ônibus que circulam pelo bairro andam em velocidade absurda e perigosa. minha mãe idosa pegou uma condução dessas na última terça-feira perto de na Rua Engenheiro Álvaro Niemeyer, e ficou apavorado com a imprudência. Precisamos de fiscalização rigorosa da guarda municipal e mais linhas de ônibus regulares.",alto da gávea
928,"A especulação imobiliária tá destruindo a identidade do bairro residencial. Estão derrubando casas históricas perto de no trecho mais alto e escuro da via, pra construir prédios enormes de luxo. uma senhora de idade que mora aqui perto acha um absurdo essa verticalização sem planejamento, que sobrecarrega o esgoto, a água e o trânsito local. É uma falta de respeito tremenda com quem paga imposto caro todo mês e não vê retorno.",alto da gávea
929,"É uma pouca vergonha o estado das galerias de esgoto aqui. anteontem a tubulação começou a vazar bem perto do Planetário da Gávea, e o mau cheiro tá insuportável na rua inteira. um rapaz que estuda na PUC já ligou pro 1746 reclamando, mas ninguém aparece. Descaso total da prefeitura com o IPTU caro que a gente paga.",asfalto
930,"A insegurança aqui tá um absurdo total. Ninguém consegue mais andar tranquilo na Rua Vice-Governador Rubens Berardo, depois das sete da noite porque o policiamento preventivo sumiu. um morador antigo aqui do beco já cansou de ver assalto perto dos prédios. Precisamos de patrulhamento urgente e iluminação de verdade pra afastar esses criminosos.",asfalto
931,"Um absurdo a truculência nas abordagens policiais aqui na comunidade. em plena luz do dia ontem, minha irmã com o carrinho de bebê foi parado voltando do serviço bem no beco que dá acesso à quadra de esporte, e os policiais já chegaram esculachando, tratando como suspeito. A gente quer segurança, mas quer respeito também, porque trabalhador não é bandido. Até a escola da garotada fica prejudicada com essa buraqueira toda que impede o acesso.",comunidade
932,"Falta saneamento básico e vergonha na cara das autoridades. nas vielas apertadas perto do CIEP, tá cheio de esgoto vazando direto e as crianças brincam do lado da sujeira. eu mesmo com pressa pro serviço tá com o filho internado no posto com infecção por causa disso. É desumano viver desse jeito sem rede de esgoto adequada nas vielas.",favela
933,"As calçadas aqui da Gávea tão completamente detonadas, cheias de buracos e pedras soltas. logo cedo na segunda-feira, um grupo de estudantes daqui tropeçou e quase caiu feio bem nos arredores da Praça Santos Dumont, no Baixo Gávea,. As raízes das árvores estouraram o concreto e ninguém conserta. Idosos sofrem demais pra caminhar por aqui, cadê a conservação?",asfalto
934,"A coleta de lixo aqui dentro não funciona direito e o povo acaba jogando os sacos nas encostas ou perto de na Viela da Paz, subindo as escadas,. no final da tarde de quinta acumulou tanta sujeira que tampou a passagem do beco. minha filha mais nova se preocupa com as doenças, o valão tá transbordando e ninguém limpa essa imundície. Nem o Parque da Cidade escapa desse abandono generalizado que tomou conta do nosso bairro.",favela
935,"Muitos prédios antigos no asfalto tão sofrendo com a falta de manutenção externa e fiação velha, e a prefeitura não ajuda com nenhum tipo de incentivo. meu vizinho da frente, o Seu Jorge, comenta que morar na Gávea virou sinônimo de pagar IPTU absurdo pra não ter nenhum apoio habitacional ou urbanístico.",asfalto
936,"A situação da saúde aqui tá precária demais. O posto da Gávea não dá conta de atender todo mundo da favela e do asfalto. uma vizinha nossa, a Dona Maria, foi lá com suspeita de dengue no meio da semana passada e mandaram voltar pra casa e tomar paracetamol sem nem fazer exame de sangue. Uma vergonha esse descaso.",favela
937,"Conseguir vaga na creche pública aqui na região é quase impossível, uma fila de espera eterna no sistema. Estou com meu marido voltando do trabalho sem estudar porque nunca tem vaga disponível nas creches perto de na Rua Vice-Governador Rubens Berardo,. As mães trabalhadoras precisam desse suporte urgente pra poder trabalhar em paz. E pra piorar tudo, as calçadas tão todas quebradas, um perigo de queda pros idosos.",asfalto
